text,label
disorder,disease
NaN,disease
alcoholic,disease
hepatitis,disease
alcohol,disease
addiction,disease
allergy,disease
hepatitis,disease
syndrome,disease
allergic,disease
granulomatosis,disease
alzheimer,disease
disease,disease
allergic,disease
granulomatosis,disease
angiitis,disease
ambiguous,disease
genitalia,disease
allergic,disease
rhinitis,disease
ameloblastoma,disease
allergy,disease
dust,disease
mite,disease
amenorrhea,disease
allergy,disease
egg,disease
amnesia,disease
allergy,disease
food,disease
ampullary,disease
cancer,disease
allergy,disease
latex,disease
amyloidosis,disease
allergy,disease
milk,disease
amyotrophic,disease
lateral,disease
sclerosis,disease
al,disease
allergy,disease
mold,disease
anal,disease
cancer,disease
allergy,disease
nickel,disease
anal,disease
fissure,disease
allergy,disease
peanut,disease
anal,disease
fistula,disease
allergy,disease
penicillin,disease
anal,disease
itching,disease
allergy,disease
pet,disease
anaphylaxis,disease
allergy,disease
shellfish,disease
anemia,disease
allergy,disease
wheat,disease
aneurysm,disease
alopecia,disease
angelman,disease
syndrome,disease
al,disease
angina,disease
alveolar,disease
osteitis,disease
angiosarcoma,disease
amblyopia,disease
ankylosing,disease
spondylitis,disease
american,disease
trypanosomiasis,disease
anorexia,disease
nervosa,disease
amnesia,disease
transient,disease
global,disease
anorgasmia,disease
woman,disease
amnestic,disease
syndrome,disease
anterior,disease
vaginal,disease
prolapse,disease
cystocele,disease
amyloid,disease
disease,disease
anthrax,disease
anemia,disease
aplastic,disease
diarrhea,disease
anemia,disease
cooley,disease
antiphospholipid,disease
syndrome,disease
anemia,disease
iron,disease
deficiency,disease
antisocial,disease
personality,disease
disorder,disease
anemia,disease
mediterranean,disease
anxiety,disease
disorder,disease
anemia,disease
sickle,disease
cell,disease
aortic,disease
aneurysm,disease
anemia,disease
vitamin,disease
deficiency,disease
aortic,disease
dissection,disease
aneurysm,disease
abdominal,disease
aortic,disease
aortic,disease
valve,disease
disease,disease
aneurysm,disease
aortic,disease
aortic,disease
valve,disease
regurgitation,disease
aneurysm,disease
brain,disease
aortic,disease
valve,disease
stenosis,disease
aneurysm,disease
cerebral,disease
aphasia,disease
aneurysm,disease
popliteal,disease
aplastic,disease
anemia,disease
aneurysm,disease
thoracic,disease
aortic,disease
appendicitis,disease
angiitis,disease
ards,disease
angina,disease
pectoris,disease
arteriosclerosis,disease
atherosclerosis,disease
angioedema,disease
hive,disease
arteriovenous,disease
fistula,disease
angiofollicular,disease
lymph,disease
node,disease
hyperplasia,disease
arteriovenous,disease
malformation,disease
ankle,disease
fracture,disease
arthritis,disease
ankle,disease
sprain,disease
asbestosis,disease
ankyloglossia,disease
ascariasis,disease
anorexia,disease
aspergillosis,disease
anterior,disease
cruciate,disease
ligament,disease
injury,disease
asthma,disease
anterior,disease
vaginal,disease
prolapse,disease
asthma,disease
attack,disease
colitis,disease
astigmatism,disease
anxiety,disease
disorder,disease
generalized,disease
astrocytoma,disease
anxiety,disease
disorder,disease
social,disease
ataxia,disease
aortic,disease
aneurysm,disease
abdominal,disease
atelectasis,disease
aortic,disease
coarctation,disease
athlete,disease
foot,disease
apd,disease
atopic,disease
dermatitis,disease
eczema,disease
aphasia,disease
primary,disease
progressive,disease
atrial,disease
fibrillation,disease
aphthous,disease
stomatitis,disease
atrial,disease
flutter,disease
aphthous,disease
ulcer,disease
atrial,disease
septal,disease
defect,disease
asd,disease
apical,disease
ballooning,disease
syndrome,disease
atrial,disease
tachycardia,disease
aps,disease
atrioventricular,disease
canal,disease
defect,disease
arenavirus,disease
atrioventricular,disease
nodal,disease
reentry,disease
tachycardia,disease
avnrt,disease
argentine,disease
hemorrhagic,disease
fever,disease
disorder,disease
adhd,disease
child,disease
arm,disease
fracture,disease
atypical,disease
hyperplasia,disease
breast,disease
malformation,disease
auditory,disease
processing,disease
disorder,disease
arrhythmia,disease
autism,disease
spectrum,disease
disorder,disease
arteritis,disease
giant,disease
cell,disease
autoimmune,disease
hepatitis,disease
arteritis,disease
takayasu,disease
autoimmune,disease
pancreatitis,disease
arthritis,disease
basal,disease
joint,disease
autonomic,disease
neuropathy,disease
arthritis,disease
degenerative,disease
avascular,disease
necrosis,disease
osteonecrosis,disease
arthritis,disease
gouty,disease
baby,disease
acne,disease
baldness,disease
back,disease
pain,disease
barber,disease
itch,disease
bacterial,disease
vaginosis,disease
barlow,disease
syndrome,disease
bad,disease
breath,disease
barotitis,disease
medium,disease
bag,disease
eye,disease
barotrauma,disease
baker,disease
cyst,disease
basal,disease
joint,disease
arthritis,disease
balance,disease
problem,disease
bdd,disease
barrett,disease
esophagus,disease
benign,disease
migratory,disease
glossitis,disease
bartholin,disease
cyst,disease
benign,disease
paroxysmal,disease
positional,disease
vertigo,disease
basal,disease
cell,disease
carcinoma,disease
berger,disease
disease,disease
bedbug,disease
bile,disease
duct,disease
cancer,disease
bedsore,disease
pressure,disease
ulcer,disease
binge,disease
drinking,disease
NaN,disease
blackhead,disease
bee,disease
sting,disease
bladder,disease
calculus,disease
behcet,disease
disease,disease
bladder,disease
control,disease
loss,disease
bell,disease
palsy,disease
bladder,disease
infection,disease
benign,disease
adrenal,disease
tumor,disease
bladder,disease
inflammation,disease
benign,disease
paroxysmal,disease
positional,disease
vertigo,disease
bppv,disease
bladder,disease
prolapse,disease
benign,disease
peripheral,disease
nerve,disease
tumor,disease
blastocystosis,disease
benign,disease
prostatic,disease
hyperplasia,disease
bph,disease
blocked,disease
ureter,disease
bicuspid,disease
aortic,disease
valve,disease
bm,disease
bile,disease
reflux,disease
body,disease
odor,disease
sweating,disease
disorder,disease
bone,disease
infection,disease
bipolar,disease
disorder,disease
bowel,disease
incontinence,disease
black,disease
hairy,disease
tongue,disease
bowel,disease
obstruction,disease
bladder,disease
cancer,disease
bph,disease
bladder,disease
exstrophy,disease
syndrome,disease
bladder,disease
stone,disease
brain,disease
arteriovenous,disease
malformation,disease
blastocystis,disease
hominis,disease
brain,disease
tumor,disease
child,disease
blepharitis,disease
breast,disease
cancer,disease
inflammatory,disease
blocked,disease
tear,disease
duct,disease
breast,disease
cancer,disease
male,disease
blood,disease
urine,disease
hematuria,disease
breast,disease
infection,disease
body,disease
dysmorphic,disease
disorder,disease
broken,disease
blood,disease
vessel,disease
eye,disease
body,disease
louse,disease
broken,disease
hip,disease
boil,disease
carbuncle,disease
bunyavirus,disease
bone,disease
cancer,disease
burn,disease
injury,disease
bone,disease
metastasis,disease
burning,disease
thigh,disease
pain,disease
bone,disease
spur,disease
bursitis,disease
knee,disease
difficile,disease
infection,disease
difficile,disease
colitis,disease
calciphylaxis,disease
callus,disease
corn,disease
cancer,disease
cancer,disease
acute,disease
lymphocytic,disease
leukemia,disease
canker,disease
sore,disease
cancer,disease
anal,disease
carbon,disease
monoxide,disease
poisoning,disease
cancer,disease
basal,disease
cell,disease
carcinoid,disease
syndrome,disease
cancer,disease
bladder,disease
carcinoid,disease
tumor,disease
cancer,disease
bone,disease
carcinoma,disease
unknown,disease
primary,disease
cancer,disease
breast,disease
cardiogenic,disease
shock,disease
cancer,disease
carcinoid,disease
tumor,disease
cardiomyopathy,disease
cancer,disease
cervical,disease
carotid,disease
artery,disease
disease,disease
cancer,disease
chronic,disease
lymphocytic,disease
leukemia,disease
carpal,disease
tunnel,disease
syndrome,disease
cancer,disease
chronic,disease
myelogenous,disease
leukemia,disease
castleman,disease
disease,disease
cancer,disease
colon,disease
cataract,disease
cancer,disease
endometrial,disease
cavernous,disease
malformation,disease
cancer,disease
esophageal,disease
cavity,disease
tooth,disease
decay,disease
cancer,disease
eye,disease
melanoma,disease
celiac,disease
disease,disease
cancer,disease
gallbladder,disease
cellulite,disease
cancer,disease
gastric,disease
cellulitis,disease
cancer,disease
hairy,disease
cell,disease
leukemia,disease
central,disease
nervous,disease
system,disease
vascular,disease
malformation,disease
cancer,disease
hodgkin,disease
disease,disease
central,disease
sleep,disease
apnea,disease
cancer,disease
hurthle,disease
cell,disease
cerebral,disease
palsy,disease
cancer,disease
inflammatory,disease
breast,disease
cervical,disease
cancer,disease
cancer,disease
kidney,disease
cervical,disease
dystonia,disease
cancer,disease
leukemia,disease
cervical,disease
spondylosis,disease
cancer,disease
lip,disease
cervicitis,disease
cancer,disease
liver,disease
chaga,disease
disease,disease
cancer,disease
lung,disease
disease,disease
cancer,disease
male,disease
breast,disease
chemo,disease
brain,disease
cancer,disease
merkel,disease
cell,disease
chest,disease
pain,disease
cancer,disease
mesothelioma,disease
chiari,disease
malformation,disease
cancer,disease
mouth,disease
chickenpox,disease
cancer,disease
multiple,disease
myeloma,disease
chilblain,disease
cancer,disease
nasopharyngeal,disease
child,disease
abuse,disease
cancer,disease
neuroblastoma,disease
childhood,disease
apraxia,disease
speech,disease
cancer,disease
lymphoma,disease
childhood,disease
asthma,disease
cancer,disease
oral,disease
childhood,disease
obesity,disease
cancer,disease
ovarian,disease
childhood,disease
schizophrenia,disease
cancer,disease
pancreatic,disease
chlamydia,disease
trachomatis,disease
cancer,disease
paraneoplastic,disease
syndrome,disease
cholangiocarcinoma,disease
bile,disease
duct,disease
cancer,disease
cancer,disease
prostate,disease
cholecystitis,disease
cancer,disease
rectal,disease
cholera,disease
cancer,disease
retinoblastoma,disease
cholestasis,disease
pregnancy,disease
cancer,disease
skin,disease
chondrosarcoma,disease
cancer,disease
soft,disease
tissue,disease
sarcoma,disease
chordoma,disease
cancer,disease
squamous,disease
cell,disease
choroid,disease
plexus,disease
carcinoma,disease
cancer,disease
stomach,disease
chronic,disease
cough,disease
cancer,disease
testicular,disease
chronic,disease
daily,disease
headache,disease
cancer,disease
throat,disease
chronic,disease
exertional,disease
compartment,disease
syndrome,disease
cancer,disease
thyroid,disease
chronic,disease
granulomatous,disease
disease,disease
cancer,disease
uterine,disease
chronic,disease
hive,disease
cancer,disease
vagina,disease
chronic,disease
kidney,disease
disease,disease
cancer,disease
vulvar,disease
chronic,disease
lymphocytic,disease
leukemia,disease
cancer,disease
wilms,disease
tumor,disease
chronic,disease
myelogenous,disease
leukemia,disease
candidiasis,disease
oral,disease
chronic,disease
pelvic,disease
pain,disease
candidiasis,disease
vaginal,disease
chronic,disease
sinusitis,disease
carbuncle,disease
boil,disease
chronic,disease
traumatic,disease
encephalopathy,disease
cardiac,disease
arrest,disease
sudden,disease
syndrome,disease
cardiac,disease
ischemia,disease
cirrhosis,disease
cardiomegaly,disease
claudication,disease
cardiomyopathy,disease
dilated,disease
cleft,disease
lip,disease
cleft,disease
palate,disease
cardiomyopathy,disease
hypertrophic,disease
clubfoot,disease
cardiospasm,disease
cluster,disease
headache,disease
cardiovascular,disease
disease,disease
coarctation,disease
aorta,disease
carotid,disease
artery,disease
stenosis,disease
cold,disease
sore,disease
carotid,disease
insufficiency,disease
cold,disease
urticaria,disease
ca,disease
colic,disease
cdh,disease
colon,disease
cancer,disease
celiac,disease
artery,disease
compression,disease
colon,disease
polyp,disease
celiac,disease
artery,disease
compression,disease
syndrome,disease
color,disease
blindness,disease
celiac,disease
axis,disease
syndrome,disease
coma,disease
celiac,disease
trunk,disease
compression,disease
syndrome,disease
common,disease
cold,disease
cello,disease
common,disease
cold,disease
baby,disease
central,disease
auditory,disease
processing,disease
disorder,disease
common,disease
variable,disease
immunodeficiency,disease
cercarial,disease
dermatitis,disease
common,disease
wart,disease
cerebral,disease
aneurysm,disease
complex,disease
regional,disease
pain,disease
syndrome,disease
cerebrospinal,disease
fluid,disease
leak,disease
complicated,disease
grief,disease
cerebrovascular,disease
accident,disease
compulsive,disease
gambling,disease
cerumen,disease
impaction,disease
compulsive,disease
sexual,disease
behavior,disease
cervical,disease
osteoarthritis,disease
concussion,disease
cervical,disease
pain,disease
congenital,disease
adrenal,disease
hyperplasia,disease
chd,disease
congenital,disease
diaphragmatic,disease
hernia,disease
cdh,disease
chemical,disease
dependency,disease
congenital,disease
heart,disease
defect,disease
child,disease
chest,disease
wall,disease
pain,disease
congenital,disease
heart,disease
disease,disease
adult,disease
child,disease
maltreatment,disease
congenital,disease
mitral,disease
valve,disease
anomaly,disease
chlamydia,disease
congenital,disease
myasthenic,disease
syndrome,disease
cholangitis,disease
primary,disease
sclerosing,disease
conjoined,disease
twin,disease
chorea,disease
huntington,disease
constipation,disease
chronic,disease
adrenal,disease
insufficiency,disease
constipation,disease
child,disease
chronic,disease
compartment,disease
syndrome,disease
contact,disease
dermatitis,disease
chronic,disease
fatigue,disease
syndrome,disease
copd,disease
chronic,disease
kidney,disease
failure,disease
corn,disease
callus,disease
chronic,disease
lymphocytic,disease
thyroiditis,disease
coronary,disease
artery,disease
disease,disease
chronic,disease
obstructive,disease
pulmonary,disease
disease,disease
coronavirus,disease
disease,disease
chronic,disease
renal,disease
failure,disease
corticobasal,disease
degeneration,disease
corticobasal,disease
syndrome,disease
chronic,disease
vulvar,disease
pain,disease
costochondritis,disease
cjd,disease
cough,disease
headache,disease
ckd,disease
cradle,disease
cap,disease
syndrome,disease
craniopharyngioma,disease
clinical,disease
depression,disease
craniosynostosis,disease
cll,disease
disease,disease
clostridioides,disease
difficile,disease
infection,disease
crohn,disease
disease,disease
clostridium,disease
difficile,disease
infection,disease
croup,disease
coccidioidomycosis,disease
cryoglobulinemia,disease
cold,disease
allergy,disease
csf,disease
leak,disease
cerebrospinal,disease
fluid,disease
leak,disease
cold,disease
exposure,disease
cushing,disease
syndrome,disease
cold,disease
common,disease
cutaneous,disease
lymphoma,disease
colitis,disease
ischemic,disease
cutaneous,disease
lymphoma,disease
colitis,disease
microscopic,disease
cyclic,disease
vomiting,disease
syndrome,disease
colitis,disease
pseudomembranous,disease
cyclothymia,disease
cyclothymic,disease
disorder,disease
colitis,disease
ulcerative,disease
cystic,disease
fibrosis,disease
collapsed,disease
lung,disease
cystitis,disease
collapsed,disease
lung,disease
cytomegalovirus,disease
cmv,disease
infection,disease
colonic,disease
ischemia,disease
dandruff,disease
daytime,disease
sleepiness,disease
de,disease
quervain,disease
tenosynovitis,disease
dci,disease
deep,disease
vein,disease
thrombosis,disease
dvt,disease
ddh,disease
dehydration,disease
decreased,disease
tear,disease
production,disease
delayed,disease
ejaculation,disease
deficient,disease
color,disease
vision,disease
delayed,disease
sleep,disease
phase,disease
degenerative,disease
arthritis,disease
delirium,disease
delayed,disease
gastric,disease
emptying,disease
dementia,disease
delayed,disease
sleep,disease
phase,disease
syndrome,disease
dengue,disease
fever,disease
delayed,disease
phase,disease
sleep,disease
disorder,disease
disorder,disease
dementia,disease
frontotemporal,disease
depression,disease
major,disease
depressive,disease
disorder,disease
dementia,disease
lewy,disease
body,disease
dermatitis,disease
dementia,disease
vascular,disease
dermatofibrosarcoma,disease
protuberans,disease
dengue,disease
hemorrhagic,disease
fever,disease
dermatographia,disease
dermatographism,disease
dependence,disease
nicotine,disease
dermatomyositis,disease
depression,disease
postpartum,disease
desmoid,disease
tumor,disease
depression,disease
teen,disease
desmoplastic,disease
small,disease
round,disease
cell,disease
tumor,disease
dermatitis,disease
atopic,disease
deviated,disease
septum,disease
dermatitis,disease
cercarial,disease
diabetes,disease
dermatitis,disease
contact,disease
diabetes,disease
insipidus,disease
dermatitis,disease
scratch,disease
diabetic,disease
coma,disease
dermatitis,disease
seborrheic,disease
diabetic,disease
hypoglycemia,disease
dermatographism,disease
diabetic,disease
ketoacidosis,disease
dermatophytosis,disease
diabetic,disease
nephropathy,disease
kidney,disease
disease,disease
detached,disease
retina,disease
diabetic,disease
neuropathy,disease
developmental,disease
dysplasia,disease
hip,disease
diabetic,disease
retinopathy,disease
devic,disease
disease,disease
diaper,disease
rash,disease
dfsp,disease
diarrhea,disease
diabetes,disease
mellitus,disease
digeorge,disease
syndrome,disease
deletion,disease
syndrome,disease
diabetes,disease
gestational,disease
dilated,disease
cardiomyopathy,disease
diabetes,disease
type,disease
diphtheria,disease
diabetes,disease
type,disease
child,disease
dislocated,disease
shoulder,disease
diabetes,disease
type,disease
dissociative,disease
disorder,disease
diabetes,disease
type,disease
child,disease
diverticulitis,disease
diarrhea,disease
dizziness,disease
diarrhea,disease
traveler,disease
double,disease
uterus,disease
difficulty,disease
speaking,disease
right,disease
ventricle,disease
difficulty,disease
swallowing,disease
syndrome,disease
dissecting,disease
aneurysm,disease
dressler,disease
syndrome,disease
drop,disease
foot,disease
drug,disease
addiction,disease
substance,disease
use,disease
disorder,disease
dsps,disease
drug,disease
allergy,disease
dsrct,disease
dry,disease
eye,disease
dswpd,disease
dry,disease
macular,disease
degeneration,disease
dunbar,disease
syndrome,disease
dry,disease
mouth,disease
dvt,disease
dry,disease
skin,disease
dysmenorrhea,disease
dry,disease
socket,disease
dyspareunia,disease
ductal,disease
carcinoma,disease
situ,disease
dci,disease
dyspepsia,disease
dumping,disease
syndrome,disease
dysphonia,disease
dupuytren,disease
contracture,disease
dysrhythmias,disease
dural,disease
arteriovenous,disease
fistula,disease
dysthymia,disease
dust,disease
mite,disease
allergy,disease
dystonia,disease
cervical,disease
pain,disease
stomach,disease
area,disease
often,disease
lower,disease
right,disease
side,disease
pain,disease
s...,disease
general,disease
tenderness,disease
stomach,disease
area,disease
fever,disease
enlarged,disease
mesenteric,disease
lymph,disease
node,disease
invasive,disease
tissue,disease
growth,disease
expert,disease
believe,disease
endometri...,disease
developmental,disease
origin,disease
expert,disease
suspect,disease
endometrial...,disease
uterine,disease
inflammation,disease
related,disease
childbirth,disease
another...,disease
stem,disease
cell,disease
origin,disease
recent,disease
theory,disease
proposes,disease
bone,disease
ma...,disease
predominantly,disease
inattentive,disease
majority,disease
symptom,disease
fall...,disease
predominantly,disease
majority,disease
symptom,disease
hyperactive,disease
impu...,disease
combined,disease
mix,disease
inattentive,disease
symptom,disease
symptom,disease
impulsiveness,disease
disorganization,disease
problem,disease
prioritizing,disease
poor,disease
time,disease
management,disease
skill,disease
problem,disease
focusing,disease
task,disease
trouble,disease
multitasking,disease
excessive,disease
activity,disease
restlessness,disease
poor,disease
planning,disease
low,disease
frustration,disease
tolerance,disease
frequent,disease
mood,disease
swing,disease
problem,disease
following,disease
completing,disease
task,disease
hot,disease
temper,disease
trouble,disease
coping,disease
stress,disease
freezing,disease
stage,disease
movement,disease
shoulder,disease
cause,disease
pain,disease
sho...,disease
frozen,disease
stage,disease
pain,disease
might,disease
lessen,disease
stage,disease
however,disease
sh...,disease
thawing,disease
stage,disease
shoulder,disease
ability,disease
move,disease
begin,disease
impro...,disease
feeling,disease
sad,disease
hopeless,disease
enjoying,disease
thing,disease
used,disease
enjoy,disease
cry,disease
often,disease
worrying,disease
feeling,disease
anxious,disease
nervous,disease
jittery,disease
stressed,disease
feeling,disease
irritable,disease
like,disease
ca,disease
handle,disease
anything,disease
know,disease
...,disease
trouble,disease
sleeping,disease
eating,disease
enough,disease
difficulty,disease
concentrating,disease
difficulty,disease
daily,disease
activity,disease
withdrawing,disease
family,disease
friend,disease
support,disease
socially,disease
important,disease
thing,disease
going,disease
work,disease
paying,disease
bill,disease
thinking,disease
suicide,disease
acting,disease
thought,disease
book,disease
mayo,disease
clinic,disease
family,disease
health,disease
book,disease
edition,disease
newsletter,disease
mayo,disease
clinic,disease
health,disease
letter,disease
digital,disease
ed...,disease
withdrawal,disease
friend,disease
family,disease
trouble,disease
sleeping,disease
lack,disease
motivation,disease
example,disease
showing,disease
drop,disease
performanc...,disease
meeting,disease
daily,disease
expectation,disease
bathing,disease
dressing,disease
bizarre,disease
behavior,disease
violent,disease
aggressive,disease
behavior,disease
agitation,disease
recreational,disease
drug,disease
nicotine,disease
use,disease
weight,disease
gain,disease
muscle,disease
weakness,disease
pink,disease
purple,disease
stretch,disease
mark,disease
skin,disease
hormone,disease
change,disease
woman,disease
might,disease
cause,disease
excess,disease
facial,disease
...,disease
hormone,disease
change,disease
men,disease
might,disease
cause,disease
enlarged,disease
breast,disease
...,disease
nausea,disease
vomiting,disease
abdominal,disease
bloating,disease
back,disease
pain,disease
fever,disease
loss,disease
appetite,disease
loss,disease
weight,disease
without,disease
trying,disease
book,disease
mayo,disease
clinic,disease
family,disease
health,disease
book,disease
edition,disease
newsletter,disease
mayo,disease
clinic,disease
health,disease
letter,disease
digital,disease
ed...,disease
book,disease
mayo,disease
clinic,disease
family,disease
health,disease
book,disease
edition,disease
newsletter,disease
mayo,disease
clinic,disease
health,disease
letter,disease
digital,disease
ed...,disease
impulsiveness,disease
disorganization,disease
problem,disease
prioritizing,disease
poor,disease
time,disease
management,disease
skill,disease
problem,disease
focusing,disease
task,disease
trouble,disease
multitasking,disease
excessive,disease
activity,disease
restlessness,disease
poor,disease
planning,disease
low,disease
frustration,disease
tolerance,disease
frequent,disease
mood,disease
swing,disease
problem,disease
following,disease
completing,disease
task,disease
hot,disease
temper,disease
trouble,disease
coping,disease
stress,disease
fever,disease
fever,disease
may,disease
rise,disease
least,disease
degree,disease
fahrenheit,disease
de...,disease
rash,disease
rash,disease
might,disease
come,disease
go,disease
fever,disease
rash,disease
usually,disease
appe...,disease
sore,disease
throat,disease
one,disease
first,disease
symptom,disease
adult,disease
still,disease
disea...,disease
achy,disease
swollen,disease
joint,disease
joint,disease
especially,disease
knee,disease
might,disease
...,disease
muscle,disease
pain,disease
muscular,disease
pain,disease
usually,disease
come,disease
go,disease
fever...,disease
numbness,disease
tingling,disease
inability,disease
pas,disease
urine,disease
black,disease
increasing,disease
size,disease
irregular,disease
border,disease
unusual,disease
combination,disease
color,disease
bleeding,disease
visual,disease
distortion,disease
straight,disease
line,disease
seeming,disease
bent,disease
reduced,disease
central,disease
vision,disease
one,disease
eye,disease
need,disease
brighter,disease
light,disease
reading,disease
work,disease
increased,disease
difficulty,disease
adapting,disease
low,disease
light,disease
level,disease
e...,disease
increased,disease
blurriness,disease
printed,disease
word,disease
difficulty,disease
recognizing,disease
face,disease
blurry,disease
spot,disease
blind,disease
spot,disease
field,disease
vision,disease
visual,disease
distortion,disease
straight,disease
line,disease
seeming,disease
bent,disease
reduced,disease
central,disease
vision,disease
one,disease
eye,disease
need,disease
brighter,disease
light,disease
reading,disease
work,disease
difficulty,disease
adjusting,disease
low,disease
light,disease
level,disease
entering,disease
d...,disease
increased,disease
blurriness,disease
printed,disease
word,disease
difficulty,disease
recognizing,disease
face,disease
blurry,disease
spot,disease
blind,disease
spot,disease
field,disease
vision,disease
feeling,disease
tired,disease
weak,disease
short,disease
breath,disease
usually,disease
anemia,disease
pain,disease
fullness,disease
rib,disease
left,disease
side,disease
due,disease
enlarged,disease
spleen,disease
easy,disease
bruising,disease
easy,disease
bleeding,disease
excessive,disease
sweating,disease
sleep,disease
night,disease
sweat,disease
fever,disease
bone,disease
pain,disease
leaving,disease
home,disease
alone,disease
crowd,disease
waiting,disease
line,disease
enclosed,disease
space,disease
movie,disease
theater,disease
elevator,disease
small,disease
store,disease
open,disease
space,disease
parking,disease
lot,disease
bridge,disease
mall,disease
using,disease
public,disease
transportation,disease
bus,disease
plane,disease
train,disease
pin,disease
needle,disease
sensation,disease
finger,disease
toe,disease
ankle,disease
wrist,disease
weakness,disease
leg,disease
spread,disease
upper,disease
body,disease
unsteady,disease
walking,disease
inability,disease
walk,disease
climb,disease
stair,disease
difficulty,disease
facial,disease
movement,disease
including,disease
speaking,disease
c...,disease
double,disease
vision,disease
inability,disease
move,disease
eye,disease
severe,disease
pain,disease
may,disease
feel,disease
achy,disease
shooting,disease
cramplike,disease
ma...,disease
difficulty,disease
bladder,disease
control,disease
bowel,disease
function,disease
rapid,disease
heart,disease
rate,disease
low,disease
high,disease
blood,disease
pressure,disease
difficulty,disease
breathing,disease
fever,disease
headache,disease
muscle,disease
ache,disease
joint,disease
pain,disease
rash,disease
sore,disease
throat,disease
painful,disease
mouth,disease
sore,disease
swollen,disease
lymph,disease
gland,disease
also,disease
called,disease
node,disease
mainly,disease
neck,disease
diarrhea,disease
weight,disease
loss,disease
cough,disease
night,disease
sweat,disease
severe,disease
pain,disease
increased,disease
ear,disease
pressure,disease
moderate,disease
severe,disease
hearing,disease
loss,disease
ringing,disease
ear,disease
tinnitus,disease
spinning,disease
sensation,disease
vertigo,disease
bleeding,disease
ear,disease
freckle,disease
mole,disease
without,disease
color,disease
sometimes,disease
pink,disease
large,disease
spot,disease
called,disease
solar,disease
lentigo,disease
sunburn,disease
ability,disease
tan,disease
unable,disease
limit,disease
amount,disease
alcohol,disease
drink,disease
wanting,disease
cut,disease
much,disease
drink,disease
making,disease
unsuccessful,disease
attempt,disease
spending,disease
lot,disease
time,disease
drinking,disease
getting,disease
alcohol,disease
reco...,disease
feeling,disease
strong,disease
craving,disease
urge,disease
drink,disease
alcohol,disease
failing,disease
fulfill,disease
major,disease
obligation,disease
work,disease
school,disease
ho...,disease
continuing,disease
drink,disease
alcohol,disease
even,disease
though,disease
know,disease
causi...,disease
giving,disease
reducing,disease
social,disease
work,disease
activity,disease
hobby,disease
use,disease
...,disease
using,disease
alcohol,disease
situation,disease
safe,disease
driving,disease
swimming,disease
developing,disease
tolerance,disease
alcohol,disease
need,disease
feel,disease
effect,disease
r...,disease
experiencing,disease
withdrawal,disease
symptom,disease
nausea,disease
sweating...,disease
loss,disease
appetite,disease
nausea,disease
vomiting,disease
belly,disease
tenderness,disease
fever,disease
often,disease
low,disease
grade,disease
tiredness,disease
weakness,disease
peripheral,disease
nerve,disease
damage,disease
syndrome,disease
damage,disease
nerve,disease
h...,disease
heart,disease
disease,disease
complication,disease
syndrome,disease
include,disease
inf...,disease
kidney,disease
damage,disease
syndrome,disease
affect,disease
kidney,disease
develop,disease
gl...,disease
runny,disease
nose,disease
nasal,disease
stuffiness,disease
congestion,disease
watery,disease
itchy,disease
red,disease
eye,disease
allergic,disease
